"open","high","low","close","volume","timestamp","pair","timeframe"
21638.94,21638.94,21636.39,21636.39,0.091833,1608169020,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169080,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169140,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169200,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169260,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169320,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169380,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169440,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169500,"ETH/BTC","1"
21636.39,21636.39,21636.39,21636.39,0,1608169560,"ETH/BTC","1"
21678.21,21678.21,21678.21,21678.21,0.045758,1608169620,"ETH/BTC","1"
21678.21,21678.21,21678.21,21678.21,0,1608169680,"ETH/BTC","1"
21678.21,21678.21,21678.21,21678.21,0,1608169740,"ETH/BTC","1"
21678.21,21678.21,21678.21,21678.21,0,1608169800,"ETH/BTC","1"
21678.21,21678.21,21678.21,21678.21,0,1608169860,"ETH/BTC","1"
21678.21,21678.21,21678.21,21678.21,0,1608169920,"ETH/BTC","1"
21689.05,21716.85,21689.05,21716.85,0.055096,1608169980,"ETH/BTC","1"
21716.85,21716.85,21716.85,21716.85,0,1608170040,"ETH/BTC","1"
21716.85,21716.85,21716.85,21716.85,0.033724,1608170100,"ETH/BTC","1"
21716.85,21716.85,21716.85,21716.85,0,1608170160,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0.083652,1608170220,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170280,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170340,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170400,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170460,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170520,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170580,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170640,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170700,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170760,"ETH/BTC","1"
21744.32,21744.32,21744.32,21744.32,0,1608170820,"ETH/BTC","1"
21671.92,21671.92,21671.91,21671.91,0.091255,1608170880,"ETH/BTC","1"
21683.54,21683.54,21679.42,21679.42,0.182509,1608170940,"ETH/BTC","1"
21687.21,21689.23,21682.25,21689.23,0.182509,1608171000,"ETH/BTC","1"
21689.23,21689.23,21677.92,21677.92,0.136882,1608171060,"ETH/BTC","1"
21677.92,21692.14,21676.18,21691.03,0.182509,1608171120,"ETH/BTC","1"
21703.51,21703.51,21703.09,21703.09,0.091251,1608171180,"ETH/BTC","1"
21767.83,21780.12,21767.83,21780.12,0.199787,1608171240,"ETH/BTC","1"
21775.84,21812.15,21775.84,21812.15,0.089853,1608171300,"ETH/BTC","1"
21812.15,21812.15,21809.81,21809.81,0.037983,1608171360,"ETH/BTC","1"
21809.81,21809.81,21809.81,21809.81,0,1608171420,"ETH/BTC","1"
21809.81,21809.81,21809.81,21809.81,0,1608171480,"ETH/BTC","1"
21809.81,21809.81,21809.81,21809.81,0,1608171540,"ETH/BTC","1"
21809.81,21809.81,21809.81,21809.81,0,1608171600,"ETH/BTC","1"
21809.81,21809.81,21809.81,21809.81,0,1608171660,"ETH/BTC","1"
21809.81,21809.81,21809.81,21809.81,0,1608171720,"ETH/BTC","1"
21809.81,21809.81,21809.81,21809.81,0,1608171780,"ETH/BTC","1"
21809.81,21809.81,21809.81,21809.81,0,1608171840,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0.059284,1608171900,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0,1608171960,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0,1608172020,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0,1608172080,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0,1608172140,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0,1608172200,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0,1608172260,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0,1608172320,"ETH/BTC","1"
21879.56,21879.56,21879.56,21879.56,0,1608172380,"ETH/BTC","1"
