"open","high","low","close","volume","timestamp","pair","timeframe"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062040,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062100,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062160,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062220,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062280,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062340,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062400,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062460,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062520,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062580,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062640,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062700,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062760,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062820,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062880,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608062940,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063000,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063060,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063120,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063180,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063240,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063300,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063360,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063420,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063480,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063540,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063600,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063660,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063720,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063780,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063840,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063900,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608063960,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064020,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064080,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064140,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064200,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064260,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064320,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064380,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064440,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064500,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064560,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064620,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064680,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064740,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064800,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064860,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064920,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608064980,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065040,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065100,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065160,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065220,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065280,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065340,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065400,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065460,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065520,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065580,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065640,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065700,"LCX/USDC","1"
0.01237249,0.01237249,0.01237249,0.01237249,0,1608065760,"LCX/USDC","1"
