"open","high","low","close","volume","timestamp","pair","timeframe"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608071700,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608071760,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608071820,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608071880,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608071940,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072000,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072060,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072120,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072180,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072240,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072300,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072360,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072420,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072480,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072540,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072600,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072660,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072720,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072780,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072840,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072900,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608072960,"LCX/ETH","1"
0.00001726,0.00001726,0.00001726,0.00001726,0,1608073020,"LCX/ETH","1"
