"open","high","low","close","volume","timestamp","pair","timeframe"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608136980,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137040,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137100,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137160,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137220,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137280,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137340,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137400,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137460,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137520,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137580,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137640,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137700,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137760,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137820,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137880,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608137940,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138000,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138060,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138120,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138180,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138240,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138300,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138360,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138420,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138480,"LCX/BTC","1"
4.6e-7,4.6e-7,4.6e-7,4.6e-7,0,1608138540,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,89.491525,1608138600,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608138660,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608138720,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608138780,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608138840,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608138900,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608138960,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139020,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139080,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139140,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139200,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139260,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139320,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139380,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139440,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139500,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139560,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139620,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139680,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139740,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139800,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139860,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139920,"LCX/BTC","1"
5e-7,5e-7,5e-7,5e-7,0,1608139980,"LCX/BTC","1"
4.8e-7,4.8e-7,4.7e-7,4.8e-7,122638.320261,1608140040,"LCX/BTC","1"
4.8e-7,4.8e-7,4.8e-7,4.8e-7,0,1608140100,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,40766.760942,1608140160,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140220,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140280,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140340,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140400,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140460,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140520,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140580,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140640,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140700,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140760,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140820,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140880,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608140940,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608141000,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608141060,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608141120,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608141180,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608141240,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608141300,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608141360,"LCX/BTC","1"
4.9e-7,4.9e-7,4.9e-7,4.9e-7,0,1608141420,"LCX/BTC","1"
